Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat
ANET,"Arista Networks, Inc.",132.03,USD,NYSE,0.425952689,1.65944E+11,USD,51.91899331,0,843.5347715,50.19196314,26.73257823,46.7,18.29585163,128.9566667,100.7817875,112.9798,1.3698958,2.2251732,4.761598499,33.63816861,31.26027722,123.6245414,1.279563202
MBK,MBANK,967.6,PLN,GPW,-3.007217322,11555388571,USD,12.76385807,0,397.2250515,55.86340457,31.68209036,20.67847343,13.9157052,932.4952381,731.078,846.912,1.7790332,1.4337384,31.80486169,18.89756695,9.206167128,108.2239684,1.27550718
NESTE,NESTE CORPORATION,15.11,EUR,OMXHEX,1.956815115,13209030616,USD,,1.360081605,-64.94199373,-24.1084882,68.71371148,64.63281761,15.29950401,14.4102381,11.341985,13.0975,1.3430896,1.7502555,0.401276569,-2.556605698,-0.177447975,109.2380409,1.270521703
RCL,Royal Caribbean Cruises Ltd.,325.03,USD,NYSE,-1.242707827,88287136383,USD,24.49784062,0.744409334,415.5932741,103.870037,32.41668704,39.49785408,-7.221762338,322.4157143,254.0055,316.0792,2.229044,1.8022279,9.708125914,47.47973908,16.58522407,175.7845781,1.26932572
BATS,BRITISH AMERICAN TOBACCO ORD GBP0.25,4358,GBX,LSE,-0.796722058,1.28654E+11,USD,31.5705339,5.467237417,69.93565997,57.72710822,44.25686859,32.10063656,13.13603323,4177.619048,3296.385,3873.72,0.6627539,0.32393032,80.19683977,6.030598604,4.730078698,134.0846134,1.267333472
HWM,Howmet Aerospace Inc.,173.25,USD,NYSE,0.761893684,69841633598,USD,50.6268081,0.209375363,923.3313644,80.84551148,24.84686892,7.222428518,-6.356413167,180.46,142.59465,179.7866,1.4814587,1.5344923,4.829101376,29.9817577,21.25288456,112.9148089,1.265545376
EBS,ERSTE GROUP BANK AG,86,EUR,VIE,-1.770416905,40647909866,USD,11.64664617,3.428571429,325.3214849,79.84107068,31.61922253,19.86062718,13.15789474,83.87857143,66.2969,77.585,1.4078248,1.2460837,1.742255018,15.15749275,3.885884931,131.3209204,1.265195981
BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",16.46,EUR,BME,0.274139507,1.09523E+11,USD,9.100458893,3.489230769,562.3742455,76.30676949,35.52902429,20.80733945,28.64400156,15.29642857,12.09209,13.9462,1.8038908,1.302153,0.317733232,18.90831123,8.027537164,132.6431332,1.264994602
NVT,nVent Electric plc,88.02,USD,NYSE,-0.022716947,14166580466,USD,25.04909075,0.8973194,355.3543714,34.64892152,31.70731707,39.36035465,17.91024782,86.30047619,68.26215,78.638,1.3527925,1.7667662,2.460247832,7.525159774,9.97180773,105.7165933,1.264250777
DASH,"DoorDash, Inc.",245.18,USD,NASDAQ,0.557788533,1.0474E+11,USD,136.4081451,0,34.71428571,91.80161152,21.07654321,24.06952913,2.018058503,252.0080952,199.663225,241.8649,1.7005173,1.4395654,8.163843311,9.710910786,5.841598963,136.9476839,1.262165806
GNRC,Generac Holdings Inc.,190.55,USD,NYSE,0.474558397,11180702279,USD,31.64861812,0,0.697563811,24.56690854,36.70277638,57.02513391,27.88590604,187.4885714,148.60575,161.1838,1.6808887,1.0437038,5.753699445,14.59246077,13.18413931,118.2948188,1.261650854
CABK,"CAIXABANK, S.A.",8.84,EUR,BME,-0.067827267,72671567059,USD,10.41224971,4.037938144,352.6369688,66.22790523,36.16759088,15.25423729,16.80761099,8.493428571,6.73644,7.89776,1.0023735,1.144183,0.139188501,16.63968389,1.327406344,117.6497334,1.260818559
CW,Curtiss-Wright Corporation,484.35,USD,NYSE,0.801248699,18249391944,USD,40.86514124,0.181061394,376.7224409,61.92497994,46.10859729,17.17672674,1.647429171,490.2628571,388.84825,483.5504,1.1792641,1.2299008,13.95592676,17.46219638,14.93271445,125.210304,1.260807673
GLW,Corning Incorporated,64.89,USD,NYSE,0.448916409,55585987788,USD,68.70301747,1.73374613,99.47740547,57.46178112,24.78846154,35.61128527,20.68067696,63.08285714,50.03975,56.7786,1.0648488,1.1654525,1.307026971,7.548039261,8.283430961,117.8615279,1.260654922
APG,APi Group Corporation,35.44,USD,NYSE,0.056465274,14880846384,USD,105.9808612,0,255.3474213,53.3755748,28.90391419,17.87133972,2.486986698,35.10190476,27.89696041,34.35500418,1.5677782,1.0825721,0.691713161,8.258408258,7.903913212,100.1508287,1.258269871
BT.A,BT GROUP ORD GBP0.05,211.9022,GBX,LSE,-0.046132075,27692159716,USD,20.02856333,3.801691729,94.40568807,57.48955779,43.71122414,21.29490555,5.9511,211.0048667,167.874761,201.887044,1.0085467,0.8241609,3.962226775,8.290726028,8.051514198,122.4956875,1.256918344
GALD,GALDERMA GROUP N,136.1,CHF,SIX,-0.293040293,40096995147,USD,98.75199536,0.11269722,123.1147541,67.5283153,19.28133216,34.08866995,9.405144695,131.6666667,104.83725,124.15,0.4718906,1.1857669,3.144408188,5.037054911,6.680386187,120.8983174,1.255914922
WWD,"Woodward, Inc.",247.84,USD,NASDAQ,0.645685279,14862027957,USD,39.20836563,0.430456853,199.7581035,58.95330939,30.1270608,20.88576724,-1.682005712,252.5730952,201.2687,248.9358,1.2946051,1.2235521,5.954073483,16.75897521,13.38972486,109.9661374,1.254904986
HEI,HEIDELBERG MATERIALS,201.1,EUR,XETR,-0.049701789,41665495003,USD,19.1916782,1.619234544,291.8550273,119.3977648,45.40853218,12.97752809,0.928481807,202.0047619,161.11625,197.181,1.2776858,1.1443776,4.633074836,10.70631885,10.97849202,177.7838251,1.253782669
RKT,"Rocket Companies, Inc.",17.58,USD,NYSE,-1.013513514,36997453457,USD,,0,-28.91225233,-9.053285049,35.75289575,43.39314845,13.97082658,17.015,13.582125,15.3747,2.2933598,-0.13886568,0.873191028,-0.007597809,2.12528859,70.09275915,1.252749478
JDEP,JDE PEET'S,26.82,EUR,EURONEXT,-0.074515648,15206880046,USD,21.60638041,2.678571429,-28.51812367,28.57142241,57.3943662,16.91368788,10.73492981,25.82380952,20.6388,24.7972,0.048069846,0.5757278,0.372058057,5.69952965,5.01473188,102.8794765,1.251226308
PKN,PKNORLEN,83.39,PLN,GPW,0.228365385,26309285590,USD,10.60941476,5.175208879,53.96971935,32.78662632,38.75207987,18.28368794,-4.039125432,82.60809524,66.16645,83.3556,1.4375824,0.74445826,2.251331761,6.03800802,12.00730184,89.82239413,1.248489155
CG,The Carlyle Group Inc.,62.3,USD,NASDAQ,1.565047277,22534214684,USD,18.17545293,2.282360613,134.1225103,53.97923875,19.94609164,43.94639556,4.49513586,62.42904762,50.033425,57.2238,1.8878376,1.8432319,1.814192353,23.07169617,,117.871726,1.247746834
ORNAV,ORION CORPORATION A,69.4,EUR,OMXHEX,0.872093023,11286769985,USD,25.80501227,2.358900145,73.28340008,50.54230588,33.46153846,18.83561644,0.144300144,68.15714286,54.63435,66.236,0.5509449,0.664205,1.333916959,44.95718363,42.22513444,102.8394608,1.247514482
SMMT,Summit Therapeutics Inc.,26.01,USD,NASDAQ,0.541167375,19321442309,USD,,0,589.9204244,109.7580645,8.96522832,2.080062794,-2.87528006,27.22357143,21.83635,24.7971,-1.0603173,3.5076215,1.623117177,-328.2957181,-326.2578427,120.8033556,1.246708879
SHOP,Shopify Inc.,136.68,USD,NASDAQ,-0.444314954,1.77638E+11,USD,75.43610047,0,32.44186047,82.24,9.169329073,35.58178752,7.966349382,136.1319048,109.2674,123.7946,2.6779644,3.5568483,5.434105589,22.08601539,13.71673717,126.9911166,1.245860199
BZ,KANZHUN LIMITED - American Depository Shares,23.54,USD,NASDAQ,6.612318841,10643698131,USD,35.28706341,0,-29.73134328,67.78332145,46.30205096,37.66081871,24.74827769,20.64047619,16.59375,19.29,0.40596643,1.2407632,0.861096102,13.64597768,11.07350726,151.7461911,1.243870505
HII,"Huntington Ingalls Industries, Inc.",266.48,USD,NYSE,-0.228387435,10456843808,USD,19.95805872,2.003070126,67.43952246,-3.42828151,50.10420774,19.9279928,6.205412299,266.5842857,214.334,254.1134,0.3195545,0.82810605,6.075520296,11.58940397,5.369991226,66.60391903,1.243779735
EL,"Estee Lauder Companies, Inc. (The)",87.72,USD,NYSE,1.328404759,31569503552,USD,,1.97528012,-58.57770222,-4.703965236,22.00278164,38.99540485,1.881533101,90.76571429,73.003075,85.8004,1.1760689,1.3597445,3.258335111,-24.68678505,6.328864353,56.29422125,1.243313577
ERF,EUROFINS SCIENT.,67.86,EUR,EURONEXT,-0.205882353,14376325376,USD,29.93383326,0.871839582,-2.415878562,31.00386353,37.42405832,19.89399293,9.275362319,66.89238095,53.8557,63.3884,0.52853054,0.8090758,1.168892523,11.26955162,8.703124463,88.32191479,1.242066874
AS,"Amer Sports, Inc.",37.2,USD,NYSE,0.08071025,20603046956,USD,90.37900875,0,177.6119403,169.6824706,26.23006447,3.997763489,-3.526970954,37.73619048,30.4119,37.8392,3.3097193,0.960365,1.518775773,4.7090481,8.400088393,199.9102986,1.240836333
PRU,PRUDENTIAL PLC GBP0.05,998.932,GBX,LSE,-0.801191658,34552952117,USD,15.33280123,1.760806452,-17.81719457,48.51799431,39.94564304,18.63800475,8.816122004,968.6634286,781.21566,936.23864,1.6391292,1.5346678,14.6034262,12.68168813,3.025595591,107.1016421,1.239943691
FRHC,Freedom Holding Corp.,174.95,USD,NASDAQ,0.818302311,10710734009,USD,129.8137568,0,681.3756141,97.75064994,12.87096774,3.723246576,-0.028571429,178.0716667,143.6274,162.0444,1.1361551,1.0823222,6.806666981,6.782472012,,114.3448643,1.239816822
DG,Dollar General Corporation,112.49,USD,NYSE,-2.054854158,24755741596,USD,21.45404612,2.054854158,-44.03482587,-10.27359017,47.62467192,11.50872324,4.061054579,111.4014286,89.9948,112.1088,0.31209856,-0.3674384,2.65362779,15.69472795,7.125739809,48.85980498,1.237865172
QXO,"QXO, Inc.",18.82,USD,NYSE,-2.385892116,12676335771,USD,,0,-90.81054688,50.56,43.11787072,12.39175873,-14.45454545,20.21857143,16.3359,20.9996,2.3007858,0.04278613,0.906975327,-0.391749992,-3.370525187,106.0696295,1.237677228
VIK,Viking Holdings Ltd,58.27,USD,NYSE,-0.47822374,25822839709,USD,31.38532802,0,122.8298279,61.54699196,16.19142572,37.59149941,0.275339873,58.62904762,47.403525,55.642,2.4124968,1.417639,1.620517924,,26.66072839,115.3299171,1.236807761
MTZ,"MasTec, Inc.",173.67,USD,NYSE,0.672424787,13703943767,USD,51.53565388,0,282.5330396,55.22881659,29.21875,16.43982568,-0.304247991,180.9619048,146.4331,174.4606,1.828241,1.7306858,5.902537298,9.384385193,8.509204436,100.8873923,1.235799179
ULTA,"Ulta Beauty, Inc.",520.18,USD,NASDAQ,0.675453367,23379805120,USD,20.31469064,0,142.0117242,38.8109089,41.30718244,29.0865325,4.53778135,514.8666667,416.62785,492.0926,1.1210529,0.41355842,11.99331506,50.43523145,38.11614848,109.2046238,1.235795127
LR,LEGRAND,130.6,EUR,EURONEXT,-0.038270188,39655256178,USD,28.30699872,1.687116564,87.26699705,33.42869228,17.34052111,20.92592593,5.407586764,129.852381,105.214,120.618,0.94577366,1.064137,2.02860735,17.6708052,15.03731583,71.69513932,1.234173978
BA,Boeing Company (The),224.46,USD,NYSE,-0.514138817,1.69727E+11,USD,,0,32.98969072,29.74566474,23.81950574,12.25806452,-1.681997372,228.2366667,184.990975,220.6818,1.4757075,1.4998641,5.370718643,,-19.09152237,65.82323499,1.2337719
COIN,"Coinbase Global, Inc.",300.28,USD,NASDAQ,-1.350241467,77153387564,USD,29.04960916,0,-21.18635171,52.30269832,12.46863178,14.17490494,-28.35122882,332.8309524,269.9654,341.2752,3.7109668,2.993188,17.60955156,27.95524092,,78.94623504,1.23286522
MAP,"MAPFRE, S.A.",3.842,EUR,BME,-0.052029136,13604690609,USD,11.04975554,3.39433523,147.7111541,73.37545126,44.98113208,9.834190966,11.29779838,3.693333333,2.99723,3.54572,0.7555408,0.85951865,0.055781946,12.20246925,4.762848541,128.1907743,1.232248888
WPM,WHEATON PRECIOUS METALS CORP,131.22,CAD,TSX,1.430006957,42799620891,USD,54.06452145,0.688944887,93.25478645,56.7554653,33.39432754,10.31525851,3.731225296,130.5285714,106.0784,126.3864,0.52245855,1.1027389,3.612080827,10.84718222,14.04797911,100.4650513,1.230491518
AEM,AGNICO EAGLE MINES LTD,189.59,CAD,TSX,1.466416912,68429231663,USD,23.08132457,1.190987423,80.18437559,70.35672567,37.37410333,17.40045823,12.11046065,180.4380952,146.8458,171.4214,0.5717792,0.97028816,4.818280816,14.22436335,15.88658485,125.1312872,1.228758979
VRT,"Vertiv Holdings, LLC",126.58,USD,NYSE,-0.752705034,48336683623,USD,60.47200459,0.107809315,690.6308557,65.85429769,20.55238095,24.8816101,0.572064198,137.5419048,112.05165,129.072,1.7765121,2.5983474,5.826525266,34.84097879,26.79819292,111.2882887,1.227486652
BAMI,BANCO BPM,12,EUR,MIL,-0.414937759,21139080609,USD,7.56429652,8.389261745,739.1608392,99.26934573,32.1003963,19.58146487,20.60301508,11.33738095,9.25257,10.62434,0.94430804,1.0857162,0.212494624,16.45148509,3.763207033,150.9512069,1.225322365
C,"Citigroup, Inc.",92.59,USD,NYSE,-0.622517978,1.70449E+11,USD,13.68945532,2.404207363,85.5511022,50.7980456,13.19070905,29.22540126,-1.047344234,93.72333333,76.564475,88.8466,1.365525,1.5241959,1.976508736,6.639116366,1.138710226,93.21415591,1.22410992
TLX,TALANX AG,120.7,EUR,XETR,-0.165425972,36233484332,USD,13.79129103,2.216748768,288.8530803,59.76174084,44.5508982,5.414847162,8.251121076,118.7142857,96.99,113.794,0.74949163,0.8025273,2.607551642,19.7492026,4.558383468,109.7274862,1.2239848
LKNCY,Luckin Coffee Inc.,38.35,USD,OTC,3.67666937,10862752961,USD,22.53628724,0,1643.181818,77.2181146,21.43761875,23.51046699,4.240282686,37.86619048,30.956424,37.1694,-0.24660422,0.090611406,1.328419842,30.41024915,30.32667129,122.1662003,1.223209453
CEG,Constellation Energy Corporation,312.52,USD,NASDAQ,-0.537856847,97632987996,USD,32.61259757,0.47121352,722.4210526,63.21286818,0.812903226,4.645984363,-1.72327044,331.6209524,271.345425,320.917,1.142193,1.80453,11.78919348,24.19685578,8.333965187,68.67175577,1.222135779
BLD,TopBuild Corp.,416.09,USD,NYSE,-1.107546049,11708285749,USD,20.49977091,0,162.8324174,9.092577541,27.97256566,50.90487071,14.52753847,406.3447619,332.58835,367.9174,1.6322691,1.0051786,12.81849661,26.41394331,20.1400913,87.97001391,1.221764869
BPE,BPER BANCA,9.086,EUR,MIL,-0.481927711,20596893059,USD,8.31746613,6.600660066,484.6391626,83.48142165,33.22580645,15.48042705,17.69430052,8.662190476,7.09569,8.05152,1.5582007,1.2788216,0.206844612,14.64077918,5.95890206,132.1876551,1.220767885
AFRM,"Affirm Holdings, Inc.",74.49,USD,NASDAQ,2.069060016,24030470969,USD,,0,-18.05280528,154.058663,-1.167573305,57.61743546,12.13307241,72.94642857,59.757525,68.7556,3.6306605,2.5926762,3.585571664,-2.262267986,4.415282065,210.5085252,1.220706992
PEO,PEKAO,199.45,PLN,GPW,-7.016317016,15334945464,USD,7.783171647,8.61971831,274.7651189,25.12547836,13.00283286,11.42458101,0.936234818,209.2380952,171.57925,195.198,1.5254855,1.660521,6.588144733,22.66210684,7.085482627,49.55289223,1.21948368
FLEX,Flex Ltd.,49.41,USD,NASDAQ,0.631364562,18544799749,USD,21.69865179,0,534.2394576,55.91669296,17.86736641,21.5498155,-7.193839219,50.12571429,41.1484,49.763,1.0533531,1.8597848,1.578535537,17.66980664,15.31787085,95.33387487,1.218169219
ATRL,ATKINSREALIS GROUP INC,93.6,CAD,TSX,-0.181294657,11152071094,USD,6.406526992,0.085315133,294.9367089,71.30307467,27.03583062,7.586206897,-4.538500765,96.7952381,79.47385,96.484,1.5419862,1.7056623,1.799089359,58.7392666,8.091642091,105.9251122,1.217950786
BAP,Credicorp Ltd.,251.11,USD,NYSE,0.819046854,19971555864,USD,11.85454099,4.352149998,98.63154564,47.52952235,34.60734388,24.36113312,10.45084671,244.4233333,200.6889,231.7884,1.0614585,0.50066406,5.320190925,18.53732587,7.553581842,106.4979994,1.217921536
SGI,Somnigroup International Inc.,80.5,USD,NYSE,-0.617283951,16895991409,USD,56.36860164,0.691358025,271.1815562,57.75034294,26.01753287,27.49445676,8.769085259,76.36571429,62.7234,72.2954,1.2606345,1.1345109,1.692658229,16.46530788,11.38509377,111.2623326,1.217499598
SNPS,"Synopsys, Inc.",598.17,USD,NASDAQ,-0.492405969,1.10688E+11,USD,43.07657963,0,178.3480689,6.89815394,21.15080812,20.76435436,2.440402795,619.0221429,508.895275,567.2787,1.1534265,1.430768,16.31632575,15.81901283,9.455077402,48.81331641,1.216403793
RYA,Ryanair Holdings PLC,26.3,EUR,EURONEXT,-0.075987842,32421560006,USD,14.00500559,1.523556231,133.6739227,77.7027027,31.73052842,10.08790289,5.115907274,26.06761905,21.43345,24.806,1.352421,1.1693275,0.457270088,27.20592581,21.84300341,119.521134,1.216211998
LRCX,Lam Research Corporation,98.41,USD,NASDAQ,-0.746343923,1.2455E+11,USD,23.66535206,0.92788704,173.8174736,13.1799885,9.783578759,22.82825761,-2.564356436,99.62904762,81.9499,98.0368,1.6615261,1.7438158,3.154869388,58.23809296,40.44096032,45.79182487,1.215731168
SE,Sea Limited,179.6,USD,NYSE,0.481145798,1.06327E+11,USD,91.13050538,0,19.90119501,121.6189536,34.37079156,12.72202347,15.90087765,162.8685714,133.97885,158.5724,1.5890932,1.3071853,6.327159724,14.47799358,10.94078939,168.7117686,1.21562897
ENKAI,ENKA INSAAT,73.9,TRY,BIST,-0.135135135,10402035220,USD,14.8366761,3.167008886,1096.051444,58.71992786,42.25216554,18.5244587,8.119970739,71.17619048,58.60175,67.401,0.7023778,0.48968732,2.172034129,10.19513965,7.78779303,119.4965521,1.214574488
CCL,Carnival Corporation,29.27,USD,NYSE,0.03417635,38111475159,USD,15.86449864,0,94.873502,89.94159637,18.50202429,34.6985734,-2.303070761,29.54857143,24.36615,28.2276,2.7066083,1.8499566,0.826789136,30.02199631,11.32105878,143.1421941,1.212689384
BARC,BARCLAYS PLC ORD GBP0.25,375.1,GBX,LSE,0.307527744,70472439487,USD,6.233095432,2.25382345,244.9512599,66.89655172,25.0541757,14.84996938,7.125517635,368.7428571,304.08875,350.081,1.9489743,1.751463,6.428167284,10.01539047,0.630409594,106.8006968,1.212615913
CRS,Carpenter Technology Corporation,241.33,USD,NYSE,0.516472989,12030323238,USD,32.54794594,0.33320838,1070.368574,68.79764986,14.34731106,8.224584062,-13.93366619,255.9504762,211.20195,263.8942,1.4446992,1.9262135,8.48278432,21.3720917,18.16934031,91.36954498,1.211875535
STAN,STANDARD CHARTERED PLC ORD USD0.50,1412.5,GBX,LSE,3.860294118,42071234902,USD,10.09069888,2.111218255,255.703844,89.64823026,20.72649573,21.92490289,6.523378582,1369.714286,1130.2665,1295.71,0,1.7085485,31.78165218,10.30795317,0.889102012,132.2996289,1.211850732
ELI,ELIA GROUP,98.65,EUR,EURONEXT,-0.151821862,12501971580,USD,16.46994006,1.369003021,15.45129175,9.788562169,63.34815534,4.946808511,-4.593810445,100.047619,82.5669997,98.7,0.7199101,0.4302132,1.781719013,8.446895865,6.072993656,78.08352602,1.211714358
RBRK,"Rubrik, Inc.",85.24,USD,NYSE,0.164512338,16495156610,USD,,0,120.8290155,135.4696133,20.00563142,-4.170882518,-1.010335617,87.92761905,72.6409,87.9462,0.4653442,1.7509516,4.171953863,,-106.6827803,151.3043622,1.210442313
IAG,INTERNATIONAL CONSOLIDATED AIRLINE ORD EUR0.10 (CDI),387.6,GBX,LSE,0.466562986,23971644017,USD,7.660476992,1.84662197,200.4271473,122.3114297,17.59708738,17.88321168,3.942075623,379.8809524,313.859,362.824,2.9658232,1.4881471,8.411159712,57.5041358,21.03737258,157.7917288,1.210355454
MPWR,"Monolithic Power Systems, Inc.",820.74,USD,NASDAQ,-0.669272756,39306878210,USD,21.37254698,0.680165079,197.595997,-11.24736415,19.84055135,26.26963492,13.44178911,794.1314286,656.17915,753.1374,1.1831187,2.0010133,30.72925059,66.49998589,22.2446364,34.86282212,1.210235693
ZS,"Zscaler, Inc.",270.35,USD,NASDAQ,-1.261846935,42092327690,USD,,0,97.30696249,37.04567344,30.41485769,8.183273309,-6.287912926,279.4730952,230.9599,292.5783,1.062027,1.6253912,7.506894591,-2.676118448,-5.010646526,75.64380445,1.210050295
NTES,"NetEase, Inc.",131.87,USD,NASDAQ,1.034324241,81716884181,USD,17.88455801,2.11097916,34.56122449,45.11940134,27.44756934,10.46701571,-5.095358042,130.9766667,108.268375,131.934,0.6789115,0.4875866,3.238021452,24.35604183,23.2989802,83.03398639,1.209740764
APP,Applovin Corporation,418.76,USD,NASDAQ,1.547116737,1.41646E+11,USD,62.21086566,0,498.2285714,383.6124264,-7.511540076,22.5447735,15.2656207,408.5695238,338.5074,375.4556,2.426469,3.7800128,22.75185141,240.2960096,63.60385167,398.6456598,1.206973685
WYNN,"Wynn Resorts, Limited",110.89,USD,NASDAQ,-0.556003946,11529957568,USD,32.71284442,0.896780558,32.55633256,44.85956891,17.96808511,24.03109446,3.587108828,109.4190476,90.680675,103.9156,1.406622,0.91761935,2.705152967,,10.07557377,86.85874847,1.206641301
UNI,UNIPOL,18.255,EUR,MIL,-0.490596893,15260723911,USD,11.24838253,4.666483667,356.6033017,96.39591178,31.42548596,6.910688141,8.596073766,17.75904762,14.7229,17.1015,1.0565171,1.0165441,0.331932002,13.26489877,1.572041462,134.7320859,1.206219401
URI,"United Rentals, Inc.",890.12,USD,NYSE,-1.302848526,57271410589,USD,23.02330213,0.758424163,401.8153118,23.71369006,27.85406492,29.4701168,14.1267277,888.1571429,736.62225,815.648,1.7251594,1.5763972,21.48955327,29.3023793,16.48410256,81.03787178,1.205715878
KLAC,KLA Corporation,872.39,USD,NASDAQ,-0.688720914,1.15122E+11,USD,28.69949404,0.768407632,320.4289157,6.560560903,11.88216585,16.66867268,-7.061054471,904.1038095,750.6584,903.4918,1.4318429,1.664445,26.54814766,100.7754211,45.64384595,35.11139944,1.204414431
SN.,SMITH & NEPHEW PLC ORD USD0.20,1381.5,GBX,LSE,-0.252707581,16188364530,USD,32.04869445,2.07922358,-8.114399734,18.02648441,36.10837438,29.96237065,20.23498695,1292.119048,1073.047,1186.13,1.0204889,1.1571038,23.42730988,9.300807282,10.32491654,84.09722944,1.204158856
TEL2_A,TELE2 AB SER. A,165,SEK,OMXSTO,0.303951368,11920250816,USD,27.64606337,4.054878049,31.47410359,48.64864865,33.06451613,15.38461538,9.271523179,156.9047619,130.3188,147.79,0.5411718,0.33342856,1.562177209,20.91575738,12.80172762,97.09778016,1.204007111
PWR,"Quanta Services, Inc.",378.21,USD,NYSE,0.622555671,55721597939,USD,58.65812615,0.103759278,656.8741245,41.84825413,30.01375043,14.88760632,-5.086829954,392.317619,325.9093,384.1604,1.102564,1.4930598,10.54824335,13.47378716,12.28691534,86.74961088,1.203763191
