Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat,perf_sum,perf_norm,MRAT,Diff,score
SHEL,SHELL PLC ORD EUR0.07,2684.5,GBX,LSE,0.26,209418000000.0,USD,15.69,4.03,148.11,-0.57,0.36,9.82,1.99,2672.55,2580.97,2644.08,1.07,1.19,39.72,7.54,11.32,9.6,1.035481861,9.6,1.01,1.04,1.04,2.05
BP.,BP ORD USD0.25,421.55,GBX,LSE,0.49,87021830351.0,USD,174.89,5.83,53.37,-1.25,-6.41,17.67,4.25,415.37,397.76,398.26,1.35,1.46,7.42,0.82,7.57,10.01,1.044275286,10.01,1.01,1.04,1.06,2.05
V,Visa Inc.,343.69,USD,NYSE,-0.07,662153000000.0,USD,33.93,0.67,67.65,27.98,-1.94,-2.84,-2.11,343.79,337.69,348.91,0.94,0.81,5.68,51.18,39.07,23.19,1.018075531,23.19,1.02,1.02,1.02,2.04
TRP,TC ENERGY CORPORATION,71.62,CAD,TSX,-0.46,53517330852.0,USD,17.55,4.84,10.61,18.26,10.75,4.63,10.54,68.0,67.39,66.63,0.75,0.33,1.06,15.53,5.95,33.64,1.00904626,33.64,1.03,1.01,1.06,2.04
ABT,Abbott Laboratories,132.0,USD,NYSE,-0.33,229741000000.0,USD,16.51,1.75,28.53,18.95,-0.31,0.24,6.17,129.77,126.83,131.26,0.7,0.33,2.59,31.01,11.66,18.88,1.023173314,18.88,1.02,1.02,1.04,2.04
VZ,Verizon Communications Inc.,45.03,USD,NYSE,-0.07,189861000000.0,USD,10.46,6.01,-23.81,10.07,6.13,3.59,5.35,43.37,42.39,42.81,0.36,0.37,0.64,18.26,9.81,19.79,1.023290234,19.79,1.02,1.02,1.06,2.04
BG,Bunge Limited,83.4,USD,NYSE,1.25,16685172083.0,USD,8.33,3.33,77.11,-12.8,16.68,8.34,12.17,80.62,78.79,79.61,0.65,0.27,2.31,13.2,5.68,12.22,1.023292933,12.22,1.01,1.02,1.06,2.04
NHY,NORSK HYDRO ASA,65.4,NOK,OSL,0.28,12536493090.0,USD,13.5,3.44,141.33,10.4,-2.53,17.08,3.42,63.92,62.73,61.02,1.72,0.9,1.08,9.7,14.16,24.94,1.018865043,24.94,1.02,1.02,1.04,2.04
TFC,Truist Financial Corporation,44.07,USD,NYSE,-0.72,56825408018.0,USD,11.98,4.69,18.85,3.82,-5.99,14.47,-1.91,44.08,43.07,43.52,0.39,0.28,0.82,8.13,1.58,12.29,1.023297505,12.29,1.01,1.02,1.02,2.04
CVX,Chevron Corporation,155.55,USD,NYSE,1.52,318472000000.0,USD,20.08,4.36,81.72,6.96,-1.63,15.75,4.22,154.15,150.62,150.84,0.84,0.57,2.75,8.97,6.97,21.07,1.023441427,21.07,1.02,1.02,1.03,2.04
CF,"CF Industries Holdings, Inc.",86.36,USD,NYSE,1.09,13987983730.0,USD,11.29,2.34,164.18,7.15,8.4,-2.54,-5.22,88.32,86.27,92.33,0.92,0.31,2.56,24.98,16.48,13.0,1.0237575,13.0,1.01,1.02,1.0,2.04
AMS,"AMADEUS IT GROUP, S.A.",72.12,EUR,BME,0.56,36262525040.0,USD,24.31,1.56,63.54,22.15,3.0,-1.56,1.58,71.11,70.1,70.75,1.27,1.03,1.16,27.16,19.66,23.6,1.014357464,23.6,1.02,1.01,1.03,2.04
WMB,"Williams Companies, Inc. (The)",57.8,USD,NYSE,1.01,70584050948.0,USD,29.16,3.41,168.71,29.92,-0.6,0.17,-0.29,58.22,57.66,58.85,0.69,0.62,1.24,19.64,7.02,29.49,1.009838596,29.49,1.03,1.01,1.0,2.04
AI,AIR LIQUIDE,183.64,EUR,EURONEXT,0.19,122801000000.0,USD,30.99,1.78,60.1,10.92,3.38,-1.03,5.83,176.05,172.08,175.81,0.77,0.77,2.3,13.92,13.93,13.26,1.023072243,13.26,1.01,1.02,1.07,2.04
WMG,Warner Music Group Corp.,32.55,USD,NASDAQ,0.34,16967226331.0,USD,57.59,2.22,7.32,11.55,-8.7,25.39,5.0,31.09,30.67,29.65,1.25,0.82,0.7,54.66,19.7,28.24,1.013496428,28.24,1.03,1.01,1.06,2.04
KOG,KONGSBERG GRUPPEN ASA,294.55,NOK,OSL,0.48,25305632923.0,USD,38.59,1.53,990.93,35.49,13.11,-15.31,-5.85,300.7,299.11,331.66,0.54,1.12,9.11,39.31,30.7,33.29,1.005319927,33.29,1.03,1.01,0.98,2.04
VIE,VEOLIA ENVIRON.,30.39,EUR,EURONEXT,0.0,25320871714.0,USD,20.28,4.57,68.51,4.79,11.85,-1.49,-2.19,30.14,29.38,30.23,1.06,0.6,0.42,15.69,8.17,15.15,1.025579944,15.15,1.02,1.03,1.03,2.04
AKRBP,AKER BP ASA,252.6,NOK,OSL,0.08,15655528695.0,USD,19.42,10.79,44.3,-0.9,5.12,7.86,3.1,246.89,239.19,255.49,1.59,1.63,5.14,6.44,21.51,12.07,1.032189657,12.07,1.01,1.03,1.06,2.04
O,Realty Income Corporation,59.58,USD,NYSE,-0.53,54474358594.0,USD,58.13,5.32,0.86,-1.67,5.04,7.43,5.45,57.68,56.24,57.52,0.76,0.15,0.82,2.35,,10.8,1.025676263,10.8,1.01,1.03,1.06,2.04
KDP,Keurig Dr Pepper Inc.,35.2,USD,NASDAQ,0.06,47816923693.0,USD,31.23,2.62,21.42,-1.68,5.64,6.83,5.58,34.08,33.19,33.66,0.46,0.21,0.56,6.18,7.71,10.79,1.026663225,10.79,1.01,1.03,1.06,2.04
MSI,"Motorola Solutions, Inc.",462.43,USD,NYSE,0.06,77042638913.0,USD,37.22,0.92,205.27,8.59,6.86,10.09,9.79,448.27,442.79,429.68,0.98,0.75,7.47,152.71,27.38,25.54,1.012361886,25.54,1.03,1.01,1.04,2.04
NXPI,NXP Semiconductors N.V.,223.93,USD,NASDAQ,-2.12,56456019077.0,USD,26.69,1.77,82.5,-12.74,-9.42,17.91,0.81,219.86,211.32,220.92,1.42,1.41,7.28,23.11,15.31,-4.24,1.040418183,-4.24,1.0,1.04,1.06,2.04
VOW,VOLKSWAGEN AG ST O.N.,104.2,EUR,XETR,0.77,59595539700.0,USD,6.26,6.08,-30.3,-1.04,2.86,6.6,9.8,98.55,95.89,95.27,1.54,1.45,2.1,5.01,5.73,8.42,1.027741548,8.42,1.01,1.03,1.09,2.04
RPM,RPM International Inc.,124.34,USD,NYSE,0.14,15962304504.0,USD,23.24,1.64,44.51,7.35,0.53,12.24,12.44,121.43,119.55,115.45,1.03,0.77,2.44,25.42,15.83,20.12,1.015706941,20.12,1.02,1.02,1.04,2.04
PDD,PDD Holdings Inc.,122.96,USD,NASDAQ,4.2,170763000000.0,USD,13.24,0.0,41.9,-15.49,-4.26,5.6,8.94,115.74,109.49,109.85,0.41,0.67,3.5,36.31,35.32,-14.15,1.057037433,-14.15,0.99,1.06,1.12,2.04
EXPN,EXPERIAN PLC ORD USD0.10,3821.22,GBX,LSE,-0.64,47138169916.0,USD,38.54,1.21,37.26,5.27,-0.41,0.32,-5.25,3872.53,3737.99,3877.08,0.91,1.49,60.91,24.11,20.11,5.18,1.035993481,5.18,1.01,1.04,1.02,2.04
LOGN,LOGITECH N,81.08,CHF,SIX,0.7,14867883691.0,USD,22.24,1.45,18.54,3.18,-13.41,13.08,6.32,78.14,75.41,75.16,0.98,1.84,1.59,29.33,27.19,2.85,1.03613588,2.85,1.0,1.04,1.08,2.04
GET,GETLINK SE,17.07,EUR,EURONEXT,-0.06,10723018650.0,USD,36.04,3.39,31.11,7.29,8.93,-2.57,6.09,16.46,15.97,16.27,0.75,0.37,0.16,10.61,6.63,13.66,1.030385045,13.66,1.01,1.03,1.07,2.04
AMAT,"Applied Materials, Inc.",159.84,USD,NASDAQ,-0.7,128271000000.0,USD,19.05,1.03,152.27,-23.17,-9.25,2.05,-16.87,179.5,169.64,182.97,1.69,1.58,5.6,35.64,32.7,-30.38,1.058104059,-30.38,0.97,1.06,0.94,2.03
BAS,BASF SE NA O.N.,47.69,EUR,XETR,0.44,49182269559.0,USD,109.71,4.67,-4.72,8.14,-1.19,12.16,7.26,45.0,44.71,43.63,1.23,1.42,1.08,1.15,7.71,19.11,1.006346816,19.11,1.02,1.01,1.07,2.03
SU,SUNCOR ENERGY INC,54.29,CAD,TSX,1.4,47325553058.0,USD,11.99,4.21,154.05,-1.4,-4.03,11.89,2.8,53.97,52.98,53.66,1.27,1.14,0.87,12.71,10.31,6.46,1.018744115,6.46,1.01,1.02,1.02,2.03
FITB,Fifth Third Bancorp,42.88,USD,NASDAQ,-0.51,28381726762.0,USD,13.34,3.43,116.57,4.92,-2.26,16.4,-0.26,42.19,41.53,41.85,0.29,0.16,0.74,11.58,2.96,19.06,1.015855128,19.06,1.02,1.02,1.03,2.03
DB1,DEUTSCHE BOERSE AG,256.9,EUR,XETR,-0.5,54485345080.0,USD,23.85,1.54,64.89,30.7,3.55,-10.58,-1.95,255.81,253.92,263.5,0.6,0.47,3.88,19.61,,23.67,1.007466119,23.67,1.02,1.01,1.01,2.03
HUM,Humana Inc.,294.47,USD,NYSE,1.54,35416443002.0,USD,22.6,1.22,-29.89,-17.61,14.14,29.37,31.43,262.97,260.97,246.89,0.45,0.72,8.37,9.03,10.39,25.89,1.007687986,25.89,1.03,1.01,1.13,2.03
ADSK,"Autodesk, Inc.",286.06,USD,NASDAQ,-0.89,61200972960.0,USD,61.3,0.0,14.38,14.28,-1.37,-3.03,-3.5,294.9,290.34,297.93,1.47,0.94,5.81,42.36,23.0,9.88,1.015712013,9.88,1.01,1.02,0.99,2.03
AD,KONINKLIJKE AHOLD DELHAIZE N.V.,35.54,EUR,EURONEXT,-0.11,36415594376.0,USD,17.58,3.3,36.01,18.11,6.38,-6.47,2.1,34.75,34.42,35.12,0.41,0.4,0.48,12.68,8.55,18.01,1.009514126,18.01,1.02,1.01,1.03,2.03
ITW,Illinois Tool Works Inc.,261.0,USD,NYSE,-0.39,76081500000.0,USD,22.9,2.29,33.39,6.78,-1.83,8.07,2.24,258.95,254.94,254.86,1.11,0.82,4.26,109.06,35.84,13.02,1.015708074,13.02,1.01,1.02,1.02,2.03
SYK,Stryker Corporation,384.83,USD,NYSE,-1.8,147123000000.0,USD,50.92,0.85,103.23,11.87,0.51,2.47,-1.23,385.93,379.48,387.14,0.91,0.67,6.29,14.25,15.19,14.86,1.016988367,14.86,1.01,1.02,1.01,2.03
ARGX,ARGENX SE,573.2,EUR,EURONEXT,-0.49,40912124415.0,USD,31.67,0.0,185.46,21.49,-6.92,11.3,16.65,559.86,554.98,512.32,0.57,0.75,13.71,25.72,7.79,25.88,1.008786144,25.88,1.03,1.01,1.03,2.03
ARCC,Ares Capital Corporation,22.26,USD,NASDAQ,-0.13,15701479190.0,USD,10.9,8.61,55.01,7.12,-5.56,4.61,-2.67,22.54,22.04,22.38,0.75,0.68,0.27,10.25,,6.17,1.022776516,6.17,1.01,1.02,1.01,2.03
NEE,"NextEra Energy, Inc.",76.08,USD,NYSE,-0.13,156671000000.0,USD,26.51,2.84,7.53,-3.9,8.47,13.54,-0.35,72.65,71.66,73.03,0.62,0.53,1.76,11.84,4.1,18.1,1.013796181,18.1,1.02,1.01,1.06,2.03
MTB,M&T Bank Corporation,192.43,USD,NYSE,-0.39,30072739571.0,USD,12.47,2.8,87.55,18.14,-2.99,7.87,-1.66,190.26,189.55,192.0,0.62,1.07,3.45,9.47,2.19,23.02,1.0037051,23.02,1.02,1.0,1.02,2.03
HEXA_B,HEXAGON AB SER. B,107.15,SEK,OMXSTO,0.37,29658685103.0,USD,27.23,1.42,25.26,3.68,-16.55,10.42,4.13,108.05,104.92,101.6,1.36,1.55,1.91,9.27,10.98,-2.45,1.029866117,-2.45,1.0,1.03,1.02,2.03
CVE,CENOVUS ENERGY INC,21.17,CAD,TSX,1.78,27375373291.0,USD,14.9,3.56,229.75,-17.82,-1.03,16.32,10.32,20.53,19.97,19.92,1.03,2.2,0.52,9.01,7.42,-2.53,1.028200711,-2.53,1.0,1.03,1.06,2.03
HOLX,"Hologic, Inc.",67.17,USD,NASDAQ,-2.31,14939902698.0,USD,27.87,0.0,0.34,-17.08,4.63,24.3,4.9,67.32,66.43,65.85,0.49,-0.0,1.31,11.38,12.11,11.84,1.01332175,11.84,1.01,1.01,1.01,2.03
SRE,DBA Sempra,81.13,USD,NYSE,-1.54,52935085002.0,USD,19.65,3.07,29.06,0.28,-5.39,5.65,3.61,81.56,79.4,78.07,0.63,0.77,1.5,8.87,3.44,0.55,1.027242657,0.55,1.0,1.03,1.02,2.03
TXT,Textron Inc.,79.48,USD,NYSE,0.24,14163757186.0,USD,17.98,0.1,110.6,-10.03,9.15,10.04,-6.2,78.68,76.78,80.24,1.17,1.22,1.55,11.42,6.71,9.15,1.02480609,9.15,1.01,1.02,1.04,2.03
LOW,"Lowe's Companies, Inc.",255.65,USD,NYSE,-0.58,143276000000.0,USD,21.0,1.81,56.18,5.86,3.35,15.73,14.82,240.25,240.22,229.27,0.89,0.75,5.62,,39.45,24.93,1.000121562,24.93,1.02,1.0,1.06,2.03
8TRA,TRATON SE,31.76,EUR,XETR,1.15,18221262778.0,USD,7.29,5.38,90.52,11.24,-8.34,4.13,2.12,30.97,30.25,29.77,1.48,1.52,0.77,12.8,9.43,7.03,1.023796378,7.03,1.01,1.02,1.05,2.03
WM,"Waste Management, Inc.",229.61,USD,NYSE,-0.18,92493870541.0,USD,34.07,1.37,105.95,10.35,0.49,-2.71,1.74,230.47,225.12,229.72,0.64,0.21,3.75,32.67,12.28,8.13,1.0237691,8.13,1.01,1.02,1.02,2.03
BAER,JULIUS BAER N,58.54,CHF,SIX,-0.03,14833660161.0,USD,13.92,4.45,37.97,17.55,-0.78,8.65,4.31,56.84,56.71,55.08,1.08,1.4,0.93,13.41,0.93,25.42,1.002369255,25.42,1.03,1.0,1.03,2.03
BCVN,BC VAUD N,96.3,CHF,SIX,-0.67,10298747816.0,USD,18.77,4.7,0.31,3.6,2.99,-1.13,-0.72,94.86,92.72,93.71,0.26,0.48,1.54,11.32,2.39,5.47,1.02313113,5.47,1.01,1.02,1.04,2.03
HD,"Home Depot, Inc. (The)",397.7,USD,NYSE,-1.01,395683000000.0,USD,27.01,2.27,39.55,7.65,0.33,9.75,9.11,387.38,383.04,373.45,1.0,0.71,8.21,193.95,31.32,17.72,1.011333435,17.72,1.02,1.01,1.04,2.03
EXPD,"Expeditors International of Washington, Inc.",118.41,USD,NYSE,-0.74,16070430583.0,USD,19.32,1.26,36.24,-1.92,1.16,6.36,5.12,117.69,115.09,116.09,1.04,0.7,2.39,39.01,41.73,5.6,1.022613202,5.6,1.01,1.02,1.03,2.03
ED,"Consolidated Edison, Inc.",101.5,USD,NYSE,-0.26,36606141647.0,USD,18.4,3.3,40.35,1.39,5.66,-2.76,-0.79,102.88,100.64,101.69,0.23,-0.14,1.67,8.54,4.47,4.29,1.022253193,4.29,1.0,1.02,1.01,2.03
AMT,American Tower Corporation (REIT),209.73,USD,NYSE,0.11,98206326517.0,USD,76.14,3.17,-15.52,-3.96,9.06,-1.59,-8.65,211.01,206.45,216.72,0.83,-0.08,4.25,66.1,,3.51,1.022089057,3.51,1.0,1.02,1.02,2.03
NTNX,"Nutanix, Inc.",67.94,USD,NASDAQ,-2.43,18213180780.0,USD,97057.14,0.0,223.83,29.68,-5.78,-13.21,-9.55,71.91,70.36,73.36,0.71,1.27,2.02,,7.58,10.69,1.022028769,10.69,1.01,1.02,0.97,2.03
AME,"AMETEK, Inc.",183.44,USD,NYSE,0.05,42366192964.0,USD,29.58,0.64,81.89,11.25,-2.63,4.15,3.25,182.66,180.3,180.89,1.1,0.9,3.16,14.64,14.09,12.77,1.01311638,12.77,1.01,1.01,1.02,2.03
NVR,"NVR, Inc.",7953.9,USD,NYSE,-0.97,22826110247.0,USD,16.79,0.0,87.37,-9.82,9.26,13.63,5.95,7923.8,7759.71,7640.07,0.94,0.3,192.65,38.1,32.0,13.06,1.021146067,13.06,1.01,1.02,1.03,2.03
RSG,"Republic Services, Inc.",235.44,USD,NYSE,-0.28,73508093497.0,USD,34.8,0.98,160.96,14.45,2.57,-6.05,-1.96,235.66,230.89,240.72,0.61,0.37,3.47,18.41,11.7,10.97,1.020672231,10.97,1.01,1.02,1.02,2.03
SKA_B,SKANSKA AB SER. B,239.6,SEK,OMXSTO,0.29,10175400137.0,USD,16.11,3.33,34.27,17.91,-5.41,3.19,5.5,234.57,231.12,229.0,1.19,0.93,3.8,10.55,9.17,15.69,1.014954351,15.69,1.02,1.01,1.04,2.03
SVT,SEVERN TRENT ORD GBP0.9789,2621.0,GBX,LSE,-0.72,10657462527.0,USD,34.3,4.63,7.9,6.37,8.62,-4.69,-5.58,2629.57,2598.91,2667.3,0.4,0.33,43.63,12.73,4.14,10.3,1.011797803,10.3,1.01,1.01,1.01,2.02
DSV,DSV A/S,1467.5,DKK,OMXCOP,-0.34,53657745246.0,USD,32.78,0.47,56.82,16.47,1.0,-6.53,-2.49,1485.9,1468.55,1514.16,0.57,0.53,28.65,11.03,10.48,10.94,1.01181934,10.94,1.01,1.01,1.0,2.02
INDU_A,"INDUSTRIVARDEN, AB SER. A",375.0,SEK,OMXSTO,0.27,16720399431.0,USD,12.35,2.19,61.92,4.87,-6.58,7.02,3.14,368.45,364.0,359.06,1.12,1.16,5.07,8.17,,5.31,1.012218734,5.31,1.01,1.01,1.03,2.02
SHB_A,SVENSKA HANDELSBANKEN SER. A,126.35,SEK,OMXSTO,0.2,26140128772.0,USD,9.68,11.93,46.2,22.55,-3.92,-1.52,7.08,122.18,121.85,123.14,0.71,0.82,1.55,13.61,1.23,17.11,1.002654355,17.11,1.02,1.0,1.04,2.02
VOLV_A,"VOLVO, AB SER. A",295.0,SEK,OMXSTO,0.75,61754900467.0,USD,15.76,2.7,82.1,10.49,-10.71,9.42,7.74,286.42,283.23,274.99,1.14,1.55,5.07,22.62,14.08,9.19,1.011259569,9.19,1.01,1.01,1.04,2.02
MCD,McDonald's Corporation,313.22,USD,NYSE,0.04,223515000000.0,USD,26.83,2.23,47.56,9.08,3.06,-0.59,5.87,304.78,301.52,299.25,0.52,0.34,4.77,,22.84,11.55,1.01080389,11.55,1.01,1.01,1.04,2.02
BJ,"BJ's Wholesale Club Holdings, Inc.",106.16,USD,NYSE,-1.1,14018503322.0,USD,24.68,0.0,128.25,20.46,2.47,-8.35,0.98,105.96,104.9,107.5,0.44,-0.02,2.56,32.76,19.1,14.58,1.01016422,14.58,1.01,1.01,1.01,2.02
SOLV,Solventum Corporation,72.0,USD,NYSE,-1.17,12483921753.0,USD,33.17,0.0,-20.92,20.85,-3.32,0.11,-0.8,72.69,72.2,73.78,0.66,0.85,1.74,11.64,9.34,17.64,1.006764826,17.64,1.02,1.01,1.0,2.02
WTRG,"Essential Utilities, Inc.",39.22,USD,NYSE,-0.13,10999981127.0,USD,16.78,3.32,-9.3,-0.96,8.88,0.98,4.0,38.24,38.01,37.78,0.76,-0.07,0.64,10.02,5.24,8.9,1.00615763,8.9,1.01,1.01,1.03,2.02
MPLX,MPLX LP,50.48,USD,NYSE,-0.04,51442443992.0,USD,11.98,7.37,167.51,19.88,-6.08,0.78,0.54,50.87,50.67,51.0,0.67,0.58,0.82,31.38,13.37,14.57,1.003846654,14.57,1.01,1.0,1.0,2.02
MOWI,MOWI ASA,207.4,NOK,OSL,-0.38,10566000312.0,USD,27.24,3.37,15.35,11.15,-3.4,10.61,5.33,199.27,198.64,195.42,1.03,0.79,4.39,9.26,10.11,18.36,1.003158558,18.36,1.02,1.0,1.04,2.02
AIG,"American International Group, Inc. New",82.59,USD,NYSE,0.07,45755175547.0,USD,15.31,2.0,189.59,11.7,8.1,1.65,2.11,79.25,79.3,81.62,0.64,0.54,1.34,7.61,5.1,21.45,0.999288011,21.45,1.02,1.0,1.04,2.02
KMI,"Kinder Morgan, Inc.",26.82,USD,NYSE,0.94,59596114991.0,USD,22.01,4.37,89.54,27.11,1.06,-1.61,-1.29,27.17,27.44,27.64,0.78,0.69,0.54,8.86,6.67,26.55,0.99014402,26.55,1.03,0.99,0.98,2.02
SFM,"Sprouts Farmers Market, Inc.",148.41,USD,NASDAQ,-1.75,14503541752.0,USD,30.58,0.0,533.15,50.23,-8.01,-7.72,-10.19,151.57,153.5,158.2,0.78,0.85,4.69,36.94,21.8,34.5,0.987424614,34.5,1.03,0.99,0.97,2.02
DLR,"Digital Realty Trust, Inc.",163.78,USD,NYSE,-0.94,55857241557.0,USD,42.92,2.95,6.18,9.88,-4.55,-2.23,-7.79,171.14,169.05,172.83,0.49,0.25,3.11,6.37,,3.1,1.012401489,3.1,1.0,1.01,0.97,2.02
SBAC,SBA Communications Corporation,220.89,USD,NASDAQ,-1.26,23718950130.0,USD,27.14,1.87,-27.26,0.6,5.29,-3.75,-6.66,223.41,220.43,228.72,0.77,0.02,5.05,,,2.14,1.013547214,2.14,1.0,1.01,1.0,2.02
YUM,"Yum! Brands, Inc.",148.01,USD,NYSE,-0.89,41078053739.0,USD,29.23,1.85,53.54,7.79,-1.37,1.92,1.68,145.33,143.45,145.98,0.73,0.41,2.98,,48.71,8.35,1.013118325,8.35,1.01,1.01,1.03,2.02
BCE,BCE INC,35.72,CAD,TSX,0.14,23658464419.0,USD,78.33,9.62,-37.6,-24.0,6.98,20.76,8.7,33.7,33.15,32.34,0.65,0.18,0.64,3.19,9.1,3.74,1.016766234,3.74,1.0,1.02,1.08,2.02
PSX,Phillips 66,124.45,USD,NYSE,0.71,50293260069.0,USD,29.95,3.76,103.18,-6.72,-5.15,11.59,-1.23,122.63,120.33,123.97,1.06,1.26,2.84,6.0,0.92,-0.27,1.019074317,-0.27,1.0,1.02,1.03,2.02
TROW,"T. Rowe Price Group, Inc.",104.53,USD,NASDAQ,-1.16,22966833819.0,USD,11.69,4.75,-23.12,-3.81,-4.0,12.99,-0.39,105.82,103.87,101.73,1.49,1.13,1.95,19.39,,5.18,1.01874758,5.18,1.01,1.02,1.01,2.02
DXCM,"DexCom, Inc.",80.62,USD,NASDAQ,-1.29,31615556761.0,USD,56.44,0.0,-24.61,9.32,-9.01,-3.96,-4.58,81.43,79.69,82.85,1.44,1.19,2.11,22.83,15.11,-3.65,1.021803014,-3.65,1.0,1.02,1.01,2.02
KO,Coca-Cola Company (The),70.66,USD,NYSE,-0.06,304097000000.0,USD,25.04,2.81,48.98,1.7,0.48,-1.23,1.74,69.6,67.99,69.94,0.44,0.22,0.96,44.76,17.22,0.95,1.0236161,0.95,1.0,1.02,1.04,2.02
PNW,Pinnacle West Capital Corporation,91.16,USD,NYSE,-1.25,10886987496.0,USD,18.78,3.86,22.54,5.0,0.67,0.64,-2.51,91.56,90.37,90.87,0.38,0.32,1.53,8.9,3.44,6.31,1.013124253,6.31,1.01,1.01,1.01,2.02
CNH,CNH Industrial N.V.,11.97,USD,NYSE,-1.72,14972315091.0,USD,18.21,2.05,77.34,20.91,-10.47,-6.04,-5.67,12.55,12.34,12.87,1.55,1.05,0.33,10.79,8.43,4.39,1.017357338,4.39,1.0,1.02,0.97,2.02
TRI,THOMSON-REUTERS CORP,244.87,CAD,TSX,0.44,79256764668.0,USD,48.34,1.3,132.83,9.87,-2.57,-8.73,-11.96,256.48,250.48,266.54,0.44,0.48,5.8,13.58,13.24,-1.43,1.023970464,-1.43,1.0,1.02,0.98,2.02
ROST,"Ross Stores, Inc.",145.62,USD,NASDAQ,-0.5,47628008417.0,USD,23.03,1.06,67.36,-6.81,4.43,8.19,8.66,143.47,141.02,136.0,1.12,0.64,2.95,39.57,26.71,5.81,1.017351288,5.81,1.01,1.02,1.03,2.02
AMGN,Amgen Inc.,295.76,USD,NASDAQ,-0.23,159226000000.0,USD,24.2,3.12,24.41,-10.25,-1.16,9.75,-0.24,295.21,289.39,293.48,0.48,0.42,6.29,99.14,14.18,-1.66,1.020110861,-1.66,1.0,1.02,1.02,2.02
BESI,BE SEMICONDUCTOR INDUSTRIES N.V.,114.9,EUR,EURONEXT,-0.48,10816295359.0,USD,55.28,1.86,193.49,-6.7,-2.5,7.33,-8.56,119.16,116.28,122.85,1.72,1.67,3.5,42.88,23.94,-1.87,1.024766997,-1.87,1.0,1.02,0.99,2.02
INTC,Intel Corporation,23.5,USD,NASDAQ,-0.17,102860000000.0,USD,,0.53,-52.29,11.52,-9.48,16.57,0.69,21.56,21.7,22.01,1.22,1.45,1.22,-19.24,-2.65,18.61,0.993629296,18.61,1.02,0.99,1.08,2.01
SCI,Service Corporation International,81.23,USD,NYSE,0.31,11391697356.0,USD,22.05,1.53,75.97,8.26,2.93,6.63,5.1,79.03,79.95,79.57,0.91,0.41,1.39,34.52,5.82,17.82,0.988429982,17.82,1.02,0.99,1.02,2.01
LAMR,Lamar Advertising Company,122.42,USD,NASDAQ,-0.15,12391191140.0,USD,28.54,4.81,85.32,2.71,-0.3,7.95,-1.31,122.14,121.68,122.49,1.39,0.91,2.94,41.8,,10.36,1.003806786,10.36,1.01,1.0,1.01,2.01
YUMC,"Yum China Holdings, Inc.",45.09,USD,NYSE,1.08,16625502349.0,USD,18.63,1.79,-18.09,35.28,-5.47,6.98,-6.06,45.64,46.72,45.74,0.26,0.6,0.99,15.84,15.69,36.79,0.976807249,36.79,1.04,0.98,0.97,2.01
PSTG,"Pure Storage, Inc.",55.73,USD,NYSE,0.36,18214330244.0,USD,149.97,0.0,233.31,-9.71,-18.63,2.52,-1.78,57.73,55.82,56.32,1.07,2.06,1.81,9.76,4.07,-25.82,1.034189723,-25.82,0.97,1.03,1.0,2.01
TXN,Texas Instruments Incorporated,200.71,USD,NASDAQ,-0.03,182473000000.0,USD,36.69,2.71,42.49,-2.73,-1.93,13.39,-6.23,189.52,188.9,200.69,1.02,1.12,4.77,29.84,18.22,8.73,1.003295704,8.73,1.01,1.0,1.06,2.01
TSLA,"Tesla, Inc.",320.11,USD,NASDAQ,-1.17,1032500000000.0,USD,185.38,0.0,125.82,43.76,-9.43,-5.27,-2.92,322.94,327.95,321.21,2.33,1.7,12.18,8.43,6.29,29.06,0.98471953,29.06,1.03,0.98,0.98,2.01
XPO,"XPO, Inc.",127.92,USD,NYSE,0.99,15064125693.0,USD,44.25,0.0,333.49,7.89,-3.4,10.48,-0.98,126.91,126.91,127.27,2.01,1.89,4.2,21.1,10.85,14.96,0.999984944,14.96,1.01,1.0,1.01,2.01
HON,Honeywell International Inc.,217.42,USD,NASDAQ,0.19,138039000000.0,USD,24.72,2.06,37.52,8.26,2.96,-1.54,-7.54,219.4,219.51,226.75,1.07,0.76,3.16,34.6,15.46,9.68,0.999510521,9.68,1.01,1.0,0.99,2.01
IBM,International Business Machines Corporation,239.4,USD,NYSE,-1.3,223006000000.0,USD,38.83,2.76,102.47,22.16,-9.26,-7.42,-15.92,247.97,247.57,270.13,0.67,0.7,5.1,22.73,11.04,5.48,1.001596782,5.48,1.01,1.0,0.97,2.01
SPG,"Simon Property Group, Inc.",173.43,USD,NYSE,-0.4,56622246277.0,USD,24.55,4.8,166.61,8.66,-7.36,11.0,5.93,168.33,168.63,164.32,1.52,0.96,3.03,79.83,,12.3,0.998241788,12.3,1.01,1.0,1.03,2.01
